iter	Logloss
587	0.07346430299
588	0.07342466585
589	0.07338475362
590	0.07334531378
591	0.07306546823
592	0.07288280521
593	0.07282521721
594	0.07278519676
595	0.07270541486
596	0.07264930691
597	0.07261145696
598	0.07255889457
599	0.07252026404
600	0.07248328242
601	0.07244578727
602	0.07240699231
603	0.07235094477
604	0.07215154546
605	0.07211342846
606	0.07207577583
607	0.07193051185
608	0.07189195663
609	0.07162386955
610	0.0715650504
611	0.07152722795
612	0.07137716773
613	0.07133908511
614	0.0711418741
615	0.07106934317
616	0.07103122637
617	0.0709938752
618	0.07095664841
619	0.07089012215
620	0.07063022085
621	0.07056910246
622	0.0704040823
623	0.07035165131
624	0.07013447117
625	0.07009795655
626	0.07006046961
627	0.07002334437
628	0.06998684334
629	0.0699499577
630	0.06991379899
631	0.06987807047
632	0.06972689125
633	0.06969093794
634	0.06950390574
635	0.06946890304
636	0.06924791358
637	0.06921230263
638	0.0691762523
639	0.06914096878
640	0.06907823989
641	0.0689953165
642	0.06896185429
643	0.06892717331
644	0.06873540493
645	0.06870041587
646	0.06866517464
647	0.06863030193
648	0.06859519641
649	0.06846678232
650	0.06843396487
651	0.06839931126
652	0.06834626946
653	0.06816091622
654	0.0681265022
655	0.06809167738
656	0.06795118059
657	0.06788356995
658	0.06785042261
659	0.06781660546
660	0.06767228201
661	0.06749045469
662	0.06745621309
663	0.06740496527
664	0.06735570306
665	0.06732174789
666	0.06728769111
667	0.06709075661
668	0.06705672612
669	0.06702330618
670	0.06695721558
671	0.06692395312
672	0.06683926891
673	0.06664630758
674	0.06661264804
675	0.06657956249
676	0.06647190863
677	0.06631755699
678	0.06628407426
679	0.0661035215
680	0.06607044278
681	0.06603758436
682	0.0659887192
683	0.06595629096
684	0.06592438983
685	0.06569172535
686	0.06565918759
687	0.06559446085
688	0.06556187631
689	0.06550197548
690	0.06546964302
691	0.06543762673
692	0.06536791544
693	0.06524989389
694	0.06515465418
695	0.06501037102
696	0.06483936154
697	0.06480859148
698	0.06476117806
699	0.06472937291
700	0.06456568834
701	0.06453402012
702	0.06450265428
703	0.06447123252
704	0.06442450366
705	0.06424497508
706	0.06421336846
707	0.06418209171
708	0.06415101914
709	0.06411996707
710	0.06408899033
711	0.06395240657
712	0.06379025752
713	0.06376001463
714	0.06363229521
715	0.0635700116
716	0.06343996523
717	0.06334143787
718	0.06329544867
719	0.06326449933
720	0.06323396768
721	0.06313395347
722	0.06307143844
723	0.06304168736
724	0.06289022252
725	0.06285996591
726	0.06282969445
727	0.06267306809
728	0.06258271071
729	0.06255263787
730	0.06252257185
731	0.06237500891
732	0.06232916904
733	0.06229926844
734	0.06227003771
735	0.06222586844
736	0.06209779419
737	0.06206868666
738	0.06186594431
739	0.06183635751
740	0.06176803612
741	0.0617384699
742	0.06170913644
743	0.06168004942
744	0.06165103772
745	0.06160704637
746	0.06157806888
747	0.06154918724
748	0.06152077684
749	0.06144426779
750	0.06141568737
751	0.06135542346
752	0.06132693774
753	0.06129949392
754	0.0611546701
755	0.06106472206
756	0.06103601162
757	0.0610076777
758	0.06098001483
759	0.06080873705
760	0.06068665425
761	0.06064397756
762	0.06061619829
763	0.06058802872
764	0.06056072062
765	0.06053290705
766	0.06038549227
767	0.06035798678
768	0.06024074516
769	0.06005989587
770	0.06001676155
771	0.0599607552
772	0.05993303069
773	0.05981859513
774	0.05979136245
775	0.05976388445
776	0.0595927081
777	0.05956567524
778	0.05953835477
779	0.05943011241
780	0.05938768221
781	0.05929786017
782	0.05927056021
783	0.05924404086
784	0.05921683676
785	0.05919000116
786	0.05913558457
787	0.05910918153
788	0.05908330452
789	0.05892571257
790	0.05888304279
791	0.05885625637
792	0.05883028354
793	0.05867634091
794	0.05864971193
795	0.05862382932
796	0.05858313145
797	0.05849473756
798	0.05846939587
799	0.05844313543
800	0.05836287741
801	0.05822687257
802	0.05820064079
803	0.05817514726
804	0.05812016248
805	0.05809362954
806	0.05806809608
807	0.05802691325
808	0.058000913
809	0.05797561921
810	0.05793628388
811	0.05773519379
812	0.05770961121
813	0.05757392317
814	0.05745946821
815	0.05733187262
816	0.05721114576
817	0.05718587264
818	0.05704395251
819	0.05701866005
820	0.05699359236
821	0.05696801797
822	0.05694269915
823	0.05691890491
824	0.05687895802
825	0.05685359929
826	0.05682900618
827	0.0567773182
828	0.05670825417
829	0.05668377521
830	0.05657967392
831	0.05655497927
832	0.05643694836
833	0.05641203116
834	0.05637254521
835	0.05634838461
836	0.056323408
837	0.05624930416
838	0.05622572213
839	0.05620096802
840	0.05617701281
841	0.05597171526
842	0.05594707197
843	0.05592436639
844	0.05588569863
845	0.05586141705
846	0.0557074492
847	0.05559226527
848	0.0554495676
849	0.05539759084
850	0.05537351589
851	0.05534910885
852	0.05532531809
853	0.05530140283
854	0.05526340605
855	0.05522626633
856	0.05518989232
857	0.05516585721
858	0.05514247718
859	0.05511849337
860	0.05509602395
861	0.05502830713
862	0.05500507992
863	0.05494459141
864	0.05492143948
865	0.05480582458
866	0.05467131709
867	0.05464770084
868	0.05455045284
869	0.05452749269
870	0.05450443442
871	0.05445445012
872	0.05443099131
873	0.05429158343
874	0.05426911283
875	0.05422726243
876	0.05420441176
877	0.0540806781
878	0.05405740411
879	0.05403472467
880	0.05401227797
881	0.05384994994
882	0.05373752432
883	0.05371457447
884	0.053648547
885	0.05362554697
886	0.0536031859
887	0.0535171877
888	0.05349481644
889	0.05345851421
890	0.05343649671
891	0.05341400556
892	0.05336679756
893	0.05325134012
894	0.0532292678
895	0.0531934415
896	0.0531725046
897	0.05315060566
898	0.05311538864
899	0.05294472247
900	0.05292238663
901	0.05285168944
902	0.05275257938
903	0.05273070792
904	0.05264065931
905	0.05261845567
906	0.05249292271
907	0.05244484858
908	0.05242328639
909	0.05240110671
910	0.05237957755
911	0.05235776881
912	0.05232257116
913	0.05217350685
914	0.05213934305
915	0.05198324065
916	0.05196144101
917	0.05194002132
918	0.05182593674
919	0.05180418964
920	0.05178301649
921	0.0517139026
922	0.05169280473
923	0.05167137139
924	0.05165027695
925	0.05162928521
926	0.05160853649
927	0.0515300294
928	0.05141210197
929	0.05133074063
930	0.05129748064
931	0.05127679477
932	0.05125554973
933	0.05123469832
934	0.05118889952
935	0.05116860393
936	0.05114834478
937	0.05112801717
938	0.05101763563
939	0.0509848218
940	0.05082591472
941	0.05072993925
942	0.05070942344
943	0.05057161874
944	0.05055114866
945	0.05051902535
946	0.05049860883
947	0.0504782996
948	0.05043525676
949	0.05036163043
950	0.05030649841
951	0.05028583199
952	0.05026607615
953	0.05024606017
954	0.05022616052
955	0.05019358642
956	0.0501735738
957	0.05015390008
958	0.05013426063
959	0.05008503957
960	0.05006528024
961	0.05004547988
962	0.04997193156
963	0.04982728676
964	0.04980784582
965	0.04969603592
966	0.0496642583
967	0.04950652947
968	0.04940081886
969	0.04932108864
970	0.04927941982
971	0.04925974615
972	0.04924042853
973	0.04922098419
974	0.04920173156
975	0.04917008054
976	0.04915098882
977	0.04910976152
978	0.04909072456
979	0.04907161106
980	0.04898551921
981	0.04896637612
982	0.04887072961
983	0.04876429861
984	0.04874500147
985	0.04864311883
986	0.04862408881
987	0.04859294226
988	0.04857379576
989	0.04855495738
990	0.04853628334
991	0.04843125203
992	0.04831555127
993	0.04828505404
994	0.0482661849
995	0.0482010544
996	0.04810158015
997	0.04808276926
998	0.0479704683
999	0.04795178066
